job_id,job_title,company_name,company_rating,location,scraped_city,role_category,experience_raw,experience_min_yrs,experience_max_yrs,salary_raw,salary_min_lpa,salary_max_lpa,salary_disclosed,skills_required,skills_count,job_description,posted_date_raw,work_mode,company_size_bucket,job_url,data_source,scraped_at,salary_tier,experience_tier,is_senior,primary_city,skill_domain,salary_midpoint_lpa,days_since_posted,is_fresher_friendly,salary_negotiable
17609,Lead Business Analyst,Pratra Travel Technologies,3.7,Bengaluru,Bangalore,Business Analyst,2-6 Yrs,2.0,6.0,Not Disclosed,0.0,0.0,False,"PPC, Team management, Brand management, Email marketing, Social media, Market research, SEM, SEO",8,"7+ years of experience in marketing management, brand management, or related fieldsProv...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-lead-business-analyst-pratra-travel-technologies-pvt-ltd-bengaluru-2-to-6-years-090125501751,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),True,Bangalore,Business Intelligence,0.0,21.0,False,False
17610,Lead Consultant Business Analyst GDC,Guidewire Software,4.1,Bengaluru,Bangalore,Business Analyst,8-12 Yrs,8.0,12.0,Not Disclosed,0.0,0.0,False,"Computer science, consultant business analyst, C, Business Analyst, Agile scrum, Cloud, Stakeholder management, Japanese",8,"Summary Guidewire is the platform P&C insurers trust to engage, innovate, and gro...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-lead-consultant-business-analyst-gdc-guidewire-software-inc-bengaluru-8-to-12-years-040226501780,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),True,Bangalore,Business Intelligence,0.0,21.0,False,False
17611,Senior Analyst- Global Business Operations,Inmobi,3.0,Bengaluru,Bangalore,Business Analyst,3-4 Yrs,3.0,4.0,Not Disclosed,0.0,0.0,False,"SAN, Campaign management, Diagnostics, Senior Analyst, Account management, Operations, Analytics, SQL",8,Flexible to work in shifts as per business requirements and adaptable to extended timel...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-senior-analyst-global-business-operations-inmobi-solutions-pvt-ltd-bengaluru-3-to-4-years-130426502716,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Bangalore,Business Intelligence,0.0,21.0,False,False
17612,"D365 Finance Consultant and Business Analyst, CoE",Eurofins,3.2,Bengaluru,Bangalore,Business Analyst,1-2 Yrs,1.0,2.0,Not Disclosed,0.0,0.0,False,"finance, project management, us gaap, erp, accountant, supply chain, business analyst, accounting",8,Minimum 7-8 years of hands-on experience with Microsoft ERP solutions including D365FO ...,3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-d365-finance-consultant-and-business-analyst-coe-eurofins-it-solutions-india-pvt-ltd-bengaluru-1-to-2-years-180526925304,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,True,False
17613,Supply Chain & Logistics Business Analyst SAP,Introlligent,2.4,Bengaluru,Bangalore,Business Analyst,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"Supply chain, Data analysis, Service level, SAP, Business Analyst, Business analysis, Analytical, project governance",8,Experience Required: 5+ Years . Employment Type (Full-Time / Part-Time / Contract): Ful...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-supply-chain-logistics-business-analyst-sap-introlligent-bengaluru-5-to-10-years-310126501740,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17614,Tech Engineer Business Analyst,Clifyx Technology,3.3,Bengaluru,Bangalore,Business Analyst,1-3 Yrs,1.0,3.0,Not Disclosed,0.0,0.0,False,"IT Business Analyst, UML, Financial sector, Scrum, Scope management, SAML, Management, Technical analysis",8,ECMS Requirement Format Number of Openings 1 ECMS ID in sourcing stage Demand 4064...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-tech-engineer-business-analyst-clifyx-technology-bengaluru-1-to-3-years-240725500371,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,True,False
17615,Business Analyst - Corporate Actions,Millennium Management,2.5,Bengaluru,Bangalore,Business Analyst,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"Analytical skills, Analyst, Corporate actions, Bloomberg, Business Analyst, Data modeling, Data quality, Agile methodology",8,Qualifications / Skills Required . 5+ years of work experience as an Analyst in the fin...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-corporate-actions-millennium-management-llc-bengaluru-5-to-10-years-230426503007,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17616,GPP (Payments) Business Analyst - AVP (Manager),MUFG Bank,3.5,Bengaluru,Bangalore,Business Analyst,8-12 Yrs,8.0,12.0,Not Disclosed,0.0,0.0,False,"Manager Quality Assurance, Linux, Shell scripting, Debugging, Investment banking, Unit testing, Troubleshooting, Middleware",8,The ideal candidate will bring a balanced mix of functional expertise in payments and t...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-gpp-payments-business-analyst-avp-manager-bank-of-tokyo-mitsubishi-ufj-ltd-bengaluru-8-to-12-years-230126502556,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),True,Bangalore,Business Intelligence,0.0,21.0,False,False
17617,Business Analyst - ESM Application & Processes - ServiceNow,Premium Aerotec,3.6,Bengaluru,Bangalore,Business Analyst,4-8 Yrs,4.0,8.0,Not Disclosed,0.0,0.0,False,"Product management, Automation, French, Agile, Gap analysis, Customer service, Information management, Information technology",8,. ServiceNow Certified System Administrator (CSA) is highly desirable Strong experience...,2 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-esm-application-processes-servicenow-aerotec-bengaluru-4-to-8-years-220526503242,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,14.0,False,False
17618,Business Analyst Market Intelligence,LKQ India,3.3,Bengaluru,Bangalore,Business Analyst,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,False,"Business Intelligence, Market Intelligence, Quantitative Analysis, Business Intelligence Reporting, Market Research, Power Bi, Research Analysis, Hypothesis Testing",8,". Education: Bachelors degree in Bachelors / Master s in Business Administration, Econo...",2 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-market-intelligence-lkq-india-bengaluru-3-to-6-years-220526033784,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,14.0,False,False
17619,Business Analyst II,Equilend,3.8,Bengaluru,Bangalore,Business Analyst,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,False,"Health insurance, Automation, Data validation, Production support, Business analysis, Billing, Workflow, Operations",8,". A practical, client-focused approach to problem solving and a willingness to build kn...",2 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-ii-equilend-bengaluru-3-to-8-years-210526502451,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,14.0,False,False
17620,Salesforce Business Analyst,Bean HR Consulting,3.6,"Hybrid - Mumbai, Bengaluru",Bangalore,Business Analyst,6-11 Yrs,6.0,11.0,Not Disclosed,0.0,0.0,False,"Salesforce, Requirement Gathering, Salesforce CRM, Business Analysis, Requirements, CRM, Analysis",7,Shift Timings: 2:00 PM 11:00 PM IST (Afternoon / Overlap Shift) Mandatory: Salesforce C...,2 weeks ago,Hybrid,Large (1000+),https://www.naukri.com/job-listings-salesforce-business-analyst-bean-hr-consulting-mumbai-bengaluru-6-to-11-years-210526016942,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Mumbai,Business Intelligence,0.0,14.0,False,False
17621,Business Analyst Private Credit Technology,Cloudxtreme,4.2,"Hyderabad, Bengaluru, Delhi / NCR",Bangalore,Business Analyst,6-11 Yrs,6.0,11.0,8.5-14 Lacs PA,8.5,14.0,True,"Need Web Application SetUp, Accounting subject matter expert for private credit products, Need SQL Scripting, Business analyst, Installation, Business analysis, Technology, Accounting",8,"Extensive experience with bank debt, including settlement, lifecycle processing, and cr...",2 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-private-credit-technology-cloudxtreme-hyderabad-bengaluru-delhi-ncr-6-to-11-years-210526004410,naukri.com,2025-06-10,Mid (6-10 LPA),Senior (6-8 Yrs),False,Hyderabad,Business Intelligence,11.25,14.0,False,False
17622,Business Analyst – Trade Finance & Supply Chain Finance,Anyworks In,3.6,Bengaluru,Bangalore,Business Analyst,9-10 Yrs,9.0,10.0,Not Disclosed,0.0,0.0,False,"Trade Finance, restful, supply chain, import, react, business analyst, distributor, ui ux",8,"The candidate will be responsible for requirement elicitation, Requirement Document) an...",3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-trade-finance-supply-chain-finance-anyworks-in-bengaluru-9-to-10-years-200526916821,naukri.com,2025-06-10,Undisclosed,Lead/Architect (9+ Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17623,Business Analyst with Life Insurance domain For Navi Mumbai location,Clover Infotech,3.3,Bengaluru,Bangalore,Business Analyst,3-6 Yrs,3.0,6.0,5-12 Lacs PA,5.0,12.0,True,"Life insurance, Business analyst, Gap Analysis, General Insurance, Use Cases, Brd, Requirement Gathering, FRD",8,Relevant experience as Life Insurance - . Education Qualification - . Current Salary- ....,3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-with-life-insurance-domain-for-navi-mumbai-location-clover-infotech-bengaluru-3-to-6-years-180526018874,naukri.com,2025-06-10,Junior (3-6 LPA),Mid (3-5 Yrs),False,Bangalore,Business Intelligence,8.5,21.0,False,False
17624,Business Analyst Payments,Anrgi Tech,3.6,Bengaluru,Bangalore,Business Analyst,10-15 Yrs,0.0,0.0,Not Disclosed,0.0,0.0,False,"Change management, Business Analyst, ISO, Manager Technology, Credit cards, Stakeholder management, banking products, digital transformation",8,"Demonstrate experience in coordinating business stakeholders, development and testing t...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-payments-anrgi-tech-bengaluru-10-to-15-years-180226503583,naukri.com,2025-06-10,Undisclosed,Fresher,False,Bangalore,Business Intelligence,0.0,21.0,True,False
17625,"Business Analyst Client Communication, Proposals & Sales Support",Nextwebi IT solutions Pvt ltd,3.6,Bengaluru,Bangalore,Business Analyst,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,False,"IT services, System architecture, ERP, Backend, Project costing, Consulting, Agile, JIRA",8,"Experience in AI, SaaS, CRM, ERP, or custom software projects . This is not a backend d...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-client-communication-proposals-sales-support-nextwebi-it-solutions-bengaluru-2-to-5-years-161225502071,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17626,Salesforce Business Analyst,Info Services,3.8,Hybrid - Bengaluru,Bangalore,Business Analyst,8-12 Yrs,8.0,12.0,16-22.5 Lacs PA,16.0,22.5,True,"Salesforce Community Cloud, Agile Methodology, Salesforce Service Cloud, Salesforce BA, Technical Documentation, Requirement Gathering, User Stories, UAT",8,Salesforce Business AnalystClient: EXLLocation: Hyderabad / Chennai/BengaluruEmploymen...,3 weeks ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-salesforce-business-analyst-info-services-bengaluru-8-to-12-years-140526927506,naukri.com,2025-06-10,Senior (10-20 LPA),Senior (6-8 Yrs),False,Bangalore,Business Intelligence,19.25,21.0,False,False
17627,Business Analyst Intern B2B SaaS,360DigiTMG,4.1,Bengaluru,Bangalore,Business Analyst,3 months duration,3.0,8.0,"20,000/month",0.2,0.2,True,Not Available,0,Not Available,Starts in 1-3 months,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-intern-b2b-saas-360digitmg-bengaluru-5-to-10-years-130426500794,naukri.com,2025-06-10,Entry (<3 LPA),Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.2,30.0,False,False
17628,Business Analyst (US Healthcare),Xyram Software Solution,3.6,Bengaluru,Bangalore,Business Analyst,4-6 Yrs,4.0,6.0,Not Disclosed,0.0,0.0,False,"Data analysis, Business analysis, XML, Project management, Agile, JSON, EDI, Visio",8,Minimum of 3 years of experience with US Healthcare domain (EHR / EMR/HIS). Bachelors d...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-us-healthcare-xyram-software-solutions-bengaluru-4-to-6-years-121225501404,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17629,Principal Business Analyst Corporate Banking,Veripark,3.0,Remote,Bangalore,Business Analyst,10-20 Yrs,10.0,20.0,Not Disclosed,0.0,0.0,False,"MS Dynamics CRM, Corporate Banking, Commercial Banking, Wholesale Banking, Commercial, Microsoft, Wholesale, Business analysis",8,Principal Business Analyst Corporate BankingWe enable financial institutions to become...,3 weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-principal-business-analyst-corporate-banking-veripark-bengaluru-10-to-20-years-100226007016,naukri.com,2025-06-10,Undisclosed,Lead/Architect (9+ Yrs),True,Remote,Business Intelligence,0.0,21.0,False,False
17630,Business Analyst Core Banking,Anrgi Tech,3.6,Bengaluru,Bangalore,Business Analyst,1-3 Yrs,1.0,3.0,Not Disclosed,0.0,0.0,False,"Unix, Service management, Change management, Data migration, Manager Quality Assurance, Performance management, Infrastructure management, Stakeholder management",8,The candidate should have prior experience in core banking transformation and migration...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-core-banking-anrgi-tech-bengaluru-1-to-3-years-090326502537,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,True,False
17631,Business Analyst- Capital Market,Iflowtech Solutions,3.6,Bengaluru,Bangalore,Business Analyst,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,False,"Stakeholder Engagement, Automation, Excel, Collateral management, Analytical, Billing, Test cases, Capital market",8,Required Skills Experience . Strong experience as a Business Analyst within Markets or ...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-capital-market-iflowtech-solutions-bengaluru-2-to-5-years-040526501970,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17632,Oracle Fusion ERP Logistics Business Analyst,Altera Corporation,3.6,Bengaluru,Bangalore,Business Analyst,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,False,"Supply chain, Computer science, System testing, Semiconductor, Analytical, SCM, Troubleshooting, Information technology",8,"Bachelors or Master s Degree in Information Technology, Computer Science, Business Admi...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-oracle-fusion-erp-logistics-business-analyst-altera-bengaluru-3-to-8-years-030426500355,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17633,Principal Business Analyst,Kaseya Software,3.3,Bengaluru,Bangalore,Business Analyst,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,False,"Computer science, Automation, Data analysis, query optimization, Security management, Analytical, Stored procedures, Business intelligence",8,"Education: Bachelor s degree in computer science, Data Analytics, or a related fieldReq...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-principal-business-analyst-kaseya-bengaluru-3-to-8-years-310326501224,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Bangalore,Business Intelligence,0.0,21.0,False,False
17634,Business Analyst II,Astreya,3.6,Bengaluru,Bangalore,Business Analyst,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,False,"Business process, Data analysis, Change management, Automation, operational support, Usage, Project management, Troubleshooting",8,". Curate and maintain related support documentation and runbooks (Self help articles, m...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-ii-astreya-bengaluru-2-to-5-years-301225501952,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17635,Business Analyst - ERP,Alliance University,3.6,Bengaluru,Bangalore,Business Analyst,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,False,"ERP, Change management, Business analysis, Project management, Analytical, Visio, Troubleshooting, ERP implementation",8,"Bachelor s degree in Business Administration, Information Technology, Education Adminis...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-erp-alliance-university-bengaluru-3-to-8-years-300524500932,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17636,Business Analyst Digital Research & Agile Delivery,Borderless Access Panels,3.5,Bengaluru,Bangalore,Business Analyst,5-8 Yrs,5.0,8.0,Not Disclosed,0.0,0.0,False,"functional, confluence, stakeholder management, documentationprocess mapping, communication skills, Agile, Business analysis, Mapping",8,"Bachelors degree in Business, Computer Science, Statistics, or related field Masters in...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-digital-research-agile-delivery-borderless-access-bengaluru-5-to-8-years-290825502229,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17637,Business analyst/agile,Diverse Lynx,3.4,Bengaluru,Bangalore,Business Analyst,2-6 Yrs,2.0,6.0,Not Disclosed,0.0,0.0,False,"Product management, Data analysis, Business Analyst, Project management, Analytical, Agile, Market research, Management",8,Analyze the business requirements of the organization and develop solutions to improv...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-agile-diverse-lynx-bengaluru-2-to-6-years-280923500031,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17638,Business Analyst Professional,Krazy Mantra It,3.6,"Pune, Chennai, Bengaluru",Bangalore,Business Analyst,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,False,"Business Analyst, Business analysis",2,"Evaluating business processes, anticipating requirements, uncovering areas for improv...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-professional-krazy-mantra-group-of-companies-pune-chennai-bengaluru-4-to-9-years-270325504743,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Pune,Business Intelligence,0.0,21.0,False,False
17639,Business Analysis Professional,Krazy Mantra It,3.6,"Bhubaneswar, Kolkata, Hyderabad, Pune, Chennai, Bengaluru",Bangalore,Business Analyst,6-9 Yrs,6.0,9.0,Not Disclosed,0.0,0.0,False,"Business analysis, Ariba, Analysis",3,"Conduct thorough analysis of business processes, systems, and workflows to identify are...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analysis-professional-krazy-mantra-group-of-companies-bhubaneswar-kolkata-hyderabad-pune-chennai-bengaluru-6-to-9-years-270325504592,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Bhubaneswar,Business Intelligence,0.0,21.0,False,False
17640,Business Analyst Professional,Krazy Mantra It,3.6,Bengaluru,Bangalore,Business Analyst,8-12 Yrs,8.0,12.0,Not Disclosed,0.0,0.0,False,"Business Analyst, Business analysis",2,"Evaluating business processes, anticipating requirements, uncovering areas for improv...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-professional-krazy-mantra-group-of-companies-bengaluru-8-to-12-years-270325503925,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17641,Assistant Manager- MIS/Business Analyst,Mee 2 Bee Smart Services,3.6,Bengaluru,Bangalore,Business Analyst,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"Business Analyst, Manager MIS, MIS, Business analysis, Assistance, MIS development, Management",7,Person with high commitment levels . Technical Skills . Should have proficient level in...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-assistant-manager-mis-business-analyst-mee-2-bee-smart-services-bengaluru-5-to-10-years-260822502063,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Bangalore,Business Intelligence,0.0,21.0,False,False
17642,Salesforce Business Analyst,Simpliigence,3.7,Bengaluru,Bangalore,Business Analyst,1-5 Yrs,1.0,5.0,Not Disclosed,0.0,0.0,False,"Change management, SAP, Excel, Analytical, Agile, Scrum, Adobe, Continuous improvement",8,"4+ years of experience working with Salesforce, Service Max, Adobe, Shopify, or similar...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-salesforce-business-analyst-simpliigence-bengaluru-1-to-5-years-260325502035,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,True,False
17643,Business Analyst - Telecom,Krazy Mantra It,3.6,"Noida, Mumbai, Hyderabad, Pune, Chennai, Gurugram, Bengaluru",Bangalore,Business Analyst,7-10 Yrs,7.0,10.0,Not Disclosed,0.0,0.0,False,"Telecom, Service assurance, Business Analyst, Billing, Management, Salesforce, Assurance, Business analysis",8,"Skills : Salesforce Experience with Telcom background, Knowledge of e2e Order Fulfilmen...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-telecom-krazy-mantra-group-of-companies-noida-mumbai-hyderabad-pune-chennai-gurugram-bengaluru-7-to-10-years-250325500568,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Noida,Business Intelligence,0.0,21.0,False,False
17644,Software Project Manager & Business Analyst,Intellistride,4.5,Bengaluru,Bangalore,Business Analyst,5-9 Yrs,5.0,9.0,Not Disclosed,0.0,0.0,False,"Software project, Manager Business Analyst, Project, Software, Software project management, Management, Business analysis, Project management",8,"Project Planning: Creating a detailed project plan that outlines tasks, timelines, re...",3+ weeks ago,On-site,Large (1000+),https://www.naukri.com/job-listings-software-project-manager-business-analyst-intellistride-bengaluru-5-to-9-years-240823502954,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Bangalore,Business Intelligence,0.0,21.0,False,False
17645,Financial Business Analyst,Engage2excel,4.9,"United States (USA), Bengaluru",Bangalore,Business Analyst,3-5 Yrs,3.0,5.0,Not Disclosed,0.0,0.0,False,"Financial statements, Excel, Financial reporting, Financial Business Analyst, Fixed assets, Accounting, VLOOKUP, Reconciliation",8,"Hybrid or work from home arrangements to help you achieve work / life balance, and flex...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-financial-business-analyst-engage2excel-bengaluru-united-states-usa-3-to-5-years-240624500425,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,United States (Usa),Business Intelligence,0.0,21.0,False,False
17646,Salesforce ServiceMax Business Analyst,Rarr Technologies,4.2,Bengaluru,Bangalore,Business Analyst,6-8 Yrs,6.0,8.0,Not Disclosed,0.0,0.0,False,"Order management, Service management, ERP, SAP, Business Analyst, Business analysis, Customer support, Scheduling",8,Required Skills: . Strong experience in ServiceMax (Mandatory) . Hands-on experience wi...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-salesforce-servicemax-business-analyst-rarr-technologies-bengaluru-6-to-8-years-240426502341,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17647,Business Analyst (Financial or Credit Risk Management) - KPMG,Foray Software,3.5,Bengaluru,Bangalore,Business Analyst,8-12 Yrs,8.0,12.0,Not Disclosed,0.0,0.0,False,"Business Analyst, Business analysis, Finance, Manager Technology, IT projects, Credit risk management, Testing, Software testing",8,Ideally the candidate should have some experience of working in Financial (and / or Com...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-financial-or-credit-risk-management-kpmg-foray-software-pvt-ltd-bengaluru-8-to-12-years-230824501583,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17648,"Business Analyst (Mortgage, real estate Domains)",Intuitive Apps,2.7,Bengaluru,Bangalore,Business Analyst,8-10 Yrs,8.0,10.0,Not Disclosed,0.0,0.0,False,"Computer science, PMP, Data analysis, Business Analyst, Mortgage, Business analysis, Agile, Gap analysis",8,We are seeking a skilled Business Analyst with expertise in the Mortgage and Real Est...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-mortgage-real-estate-domains-intuitive-apps-bengaluru-8-to-10-years-230823500766,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17649,Customer Happiness & Business Analyst,Elula Tech,4.1,Bengaluru,Bangalore,Business Analyst,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"IT Analyst, Business Analyst, Analytical, Manager Technology, Investigation, Presales, Troubleshooting, Business analysis",8,"Required Experience: . Proven experience as an IT Analyst, Business Analyst, IT Consult...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-customer-happiness-business-analyst-elula-tech-private-limited-bengaluru-5-to-10-years-230523500485,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,False,False
17650,RPA Business Analyst,Varite,3.6,Bengaluru,Bangalore,Business Analyst,1-6 Yrs,1.0,6.0,Not Disclosed,0.0,0.0,False,"Auto Ancillary, Business Analyst, Diagnostics, Staffing, IT consulting, Digital marketing, Gaming, Automotive",8,please pass this along to anyone in your network who might be a good fit and interested...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-rpa-business-analyst-varite-bengaluru-1-to-6-years-230226503486,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21.0,True,False
17651,Business Analyst + Risk Management,Han Digital Solution,3.6,"Mumbai, Pune, Bengaluru",Bangalore,Business Analyst,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,False,"Stress testing, Collateral management, Business Analyst, Transfer pricing, Market risk, Management, Credit risk, Portfolio management",8,Location: Pune / Mumbai / Bangalore Grade: C1 Notice period : Immediate ...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-risk-management-han-digital-solution-mumbai-pune-bengaluru-3-to-6-years-221125502002,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Mumbai,Business Intelligence,0.0,21.0,False,False
17652,Business Analyst Fund accounting,Han Digital Solution,3.6,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",Bangalore,Business Analyst,2-6 Yrs,2.0,6.0,Not Disclosed,0.0,0.0,False,"Financial statements, Fund accounting, Automation, Journal entries, Process improvement, Reconciliation, Cash flow, Cross functional coordination",8,"Fund Accounting Operations Perform NAV calculations, capital call/redemption proc...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-fund-accounting-han-digital-solution-hubli-mangaluru-mysuru-bengaluru-belgaum-2-to-6-years-221125501046,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Hubli,Business Intelligence,0.0,21.0,False,False
